tweet_id,tweet,city,year
4447,hello sir good thing going hospital convincing doctor,Mumbai,2020
4448,suffering mental torture depression due several extension lockjams help hospital doctor private patho lab pharma industry open let attend work earn live well allow economy improve drink haldi milk daily,Mumbai,2020
4449,patient need help immediately get remdesivir tocilizumab patient critical condition dombivalis pvt hospital,Mumbai,2020
4452,tested positive shifted st george dedicated facility condition stable say,Mumbai,2020
4453,absolutely percent right spent year pharmaceutical industry marketing besides teaching physiology anatomy also know drug pharma dynamic kinetics short pharmaceutical marketing industry including doctor hospital,Mumbai,2020
4457,please help find plasma theropy hospital mumbai relative crtical condition zenith hospital malad tried hospital exp kasturbha nair lilavati none providing theropy please help contact,Mumbai,2020
4458,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help,Mumbai,2020
4459,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help thank,Mumbai,2020
4460,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help thank,Mumbai,2020
4461,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help thank,Mumbai,2020
4462,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help thank,Mumbai,2020
4463,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help thank,Mumbai,2020
4464,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help thank,Mumbai,2020
4465,sir need plasma theropy one relative admited zenith hospital malad name nasim sayed retired bmc teacher please need help sir critical condition sir need help thank,Mumbai,2020
4466,sir need plasma theropy one relative admited zenith hospital malad please need help sir critical condition sir need help thank,Mumbai,2020
4467,lol told rule protect virus proof wearing mask protect covid many doctor got infected following social distancing hospital wearing proper ppe kit,Mumbai,2020
4469,please help patient name rajesh aba kokate age year phone number medicine tocilizumab mg hospital united multispeciality hospital mahavir nagar link road kandivali west treating doctor dr bhavik shah,Mumbai,2020
4472,sir plz help one friend covid admitted hospital critical condition nd urgently require plasma patient name parul shah plasma ab contact number plz help,Mumbai,2020
4473,uddhav sir terrible condition people sion hospital covid ward relative allowed due security reason hand lack staff take care emergency case janta need help sir,Mumbai,2020
4476,comment blackmarketing business entrepreneurship right post derogatory cartoon blaming doctor hospital high cost treatment,Mumbai,2020
4479,hospital staff helped two patient brother sister pick thier mother put ambulance shift,Mumbai,2020
4480,engineer fresher get lakh package good company relative kya intelligent banda hoga ye post graduate doctor get lakh package private hospital ye kya paisa kamane ke liye doctor bana kya,Mumbai,2020
4481,video show ambulance stretcher sushant taken reached cooper hospital changed way definitely foul play,Mumbai,2020
4484,effort save daughter life surgeon eligible doctor available akansha made fool hour killed also risked wife life cooper hospital doctor effort save answer check mobile network available doctor,Mumbai,2020
4485,doctor nurse hospital staff tested covid regularly maximum exposed,Mumbai,2020
4486,express heartfelt gratitude doctor staff nanavati hospital admitted testing corona,Mumbai,2020
4487,need urgent treatment mental torture given tv channel news paper even mobile always crona covid astrogers medical specialist covid pharma industry hospital doctor booming suffer dracula carona getting mental torture,Mumbai,2020
4489,send prayer according nanavati hospital pr regular update condition amitabh bachchan abhishek bachchan given twitter handle latest update hardeep dugal athar khan,Mumbai,2020
4490,amitabh bachchan tested covid positive admitted nanavati hospital mumbai health condition said stable warrior would certainly defeat killer virus prayer speedy recovery,Mumbai,2020
4491,direction given doctor hospital use drug distribution messed,Mumbai,2020
4492,need take strict action agaisnt srv hospital tilak nagar doctor someone lost life due negligence irresponsible behaviour,Mumbai,2020
4493,crore coastal rd much spent new medical college mumbai icu public hospital bedsheets salary resident doctor nurse construction cost recovered public even without car,Mumbai,2020
4494,dear doctor writing heartful gratitude man bow two thing god doctor profession first congrats recovery never forget way people treated know helpless joined hospital,Mumbai,2020
4495,watch audio interview dr anjan halder currently resident medical officer covid ward nanavati hospital mumbai shared experience hospital important tip medical student,Mumbai,2020
4497,uncle admitted icu due covid pneumonia admitted terna hospital research centre nerul west able find medicine prescribed doctor,Mumbai,2020
4498,day doctor hospital full form patient,Mumbai,2020
4499,amazing initiative chapter informative website covid case area list nearby hospital doctor one stop shop covid information well done thane chapter proud,Mumbai,2020
4500,woah clearly heard someone said take ambulance lilavati hospital taken cooper foul play,Mumbai,2020
4501,taken aunt ambulance hospital rejected final cost ambulance frm sindhi society shusruth frm shusruth da hsptl da savla humane,Mumbai,2020
4502,requesting health minister ji guardian minister shri ji shri ji kindly see vaccine name remedisvir inj charged black rate market doctor pvt hospital stock unavailable pl crosscheck,Mumbai,2020
4503,srv hospital jawahar nagar goregaon west mumbai admitted treating local doctor family found corona positive avoiding local corona patient admission hospital,Mumbai,2020
4504,difference treating doctor doctor arrested kem hospital tragedy baby killed due faulty ecg machine kafeel khan describes prison living hell letter jail,Mumbai,2020
4505,year condition road siddharth nagar goregaon every rainy season something worse water logging area siddharth hospital prabodhan jogger park opposite gurudwara garden ozone swimming pool something mentioned pic,Mumbai,2020
4506,need blood plasma covid positive patient aged year condition critical apex hospital borivali bloor group contact number,Mumbai,2020
4507,observing doctor treated obnoxious callous manner bombay high court monday directed mahatma gandhi memorial mgm hospital parel take back duty,Mumbai,2020
4508,patient admitted lilavati hospital need remedesiver vial qty critical condition pls help patient detail prescription follows,Mumbai,2020
4510,guy doctor scamming patient worst human being mom got several call today complaint hospital making bill lac three day stuff like wtf cure infection mom national duty,Mumbai,2020
4511,dr bagale dr gadgil dr kubal patient name parwati mistry treatment raheja fortis mahim doctor name charge covid received patient relative getting patient status unable contact patient,Mumbai,2020
4513,covid yearold told wrap mother family alleges negligence shatabdi hospital,Mumbai,2020
4515,catholic death list india corona virus prefer take interest touch catholic get admitted hospital plan designed put fear,Mumbai,2020
4516,tmc official make person coordinator covid hospital fake degree doctor whose inquiry going official level supervision control,Mumbai,2020
4517,message doctor friend work bmc hospital absolutely bed available mumbai people must take maximum care maintain social distancing get positive develop covid symptom tough find bed pvt hospital charge bomb,Mumbai,2020
4518,delhi resident doctor aiims dr abhinav singh verma along team iitdelhi student incl brother developed copal app enables user track willing plasma donor recovered hospital launched yday,Mumbai,2020
4519,tata motor electric mobility pay tribute doctor nurse medical nonmedical staff hospital hero tough time,Mumbai,2020
4520,happy doctor day parent dr sharad panday dr snehlata panday doctor world parel kem medical school hospital cvtc tower,Mumbai,2020
4521,mean whatever said message friend careful people regularly visiting doctor hospital people build lot pressure stressed lifestyle life becomes robotic,Mumbai,2020
4525,happy doctor day sevenhills hospital,Mumbai,2020
4526,high arbitrary fee doctor hospital charging patient,Mumbai,2020
4530,massive selfgoal pandemic still large essential good vehicle delivery service ambulance people driving hospital doctor etc could stranded state excellent month must step,Mumbai,2020
4531,chief minister arvind kejriwal pay tribute senior doctor city governmentrun lnjp hospital died battling,Mumbai,2020
4533,nice answer doc medicolegal responsibility understandable also need see many patient till sued doctor hospital india patient still barring exception huge country,Mumbai,2020
4534,yes mumbai police take action bcs bank account already credited bollywood common hospital think common doctor well cooper hospital type case go directly thier need justice ssr,Mumbai,2020
4536,small correct body brought cooper hospital juhu vile parle west post mortem investigation going doctor medical staff,Mumbai,2020
4537,new system reporting death google form nodal officer hospital directed ensure death reporting within hour hospital onwards brihanmumbai municipal corporation,Mumbai,2020
4538,declining death rate mean people afraid approach hospital early hospital bed available hospital care working number death important metric war,Mumbai,2020
4539,know hell sister cry looose hope spot doctor coming police also taking cooper hospital police knowing might hospital near,Mumbai,2020
4541,respected sir father serious condition shifted sgpi lucknow hospital admitting non availability covid test result coming way jaunpur please help sir,Mumbai,2020
4542,even foreign country people love dog stricter rule interest society large mandate pet animal looked well owner per norm enforced including visit animal hospital appropriate dispoal death,Mumbai,2020
4543,good dr shenoy safe must pull hospital administration health dept cannot pool covid bed appoint group senior doctor decide allocation must citizen beg mla,Mumbai,2020
4544,congrats good work providing ration plasma imp medicine ambulance hospital bed needy multitalented hardworking keep keep inspiring,Mumbai,2020
4545,need unit blood ailing father friend currently serious condition blood required ashwani hospital cuttack odisha primary contact number please help,Mumbai,2020
4546,close friend father waiting bypass surgery sai platinum hospital due negligence hospital delay surgery result worsening symptom deterioration patient condition request authority please look matter,Mumbai,2020
4548,one friend admitted seven hill since afternoon single doctor nurse visited toilet dirty overall hospital bad shape,Mumbai,2020
4549,get covid positive report agency allow go anywhere even pvt hospital doctor govt hospital patient get scared,Mumbai,2020
4550,reporter male doctor literally bullying patient family trying help hospital resource cater covit patient close,Mumbai,2020
4551,department infectious disease testing started campaign donate high risk hospital doctor forefront battle help spread word support,Mumbai,2020
4552,customer drug doctor hospital patient guess decipher name pretty well name assist understanding underlining composition help match medicine symptom,Mumbai,2020
4554,wonder hospital charging per day ppe kit doctor going change kit meeting patient meeting next patient,Mumbai,2020
4555,pls help procedure retweet illegal hospital closed doctor sud behind bar along people encouraging activity one building pls dm detail,Mumbai,2020
4556,wish doctor hospital like admit wife daughter dengue decent hosp night cashless facility insurer accept credit card start treatment till advance cash deposited demonetization,Mumbai,2020
4558,ppe kit ensured safety minute igm hospital felt sense gratitude saw doctor risking life working roundtheclock save others salute reallife hero pray one affected virus,Mumbai,2020
4559,creating pressure doctor space hospital,Mumbai,2020
4560,may human right activist admitted hospital fainted prison became stable immediately sent back jail accordingly family condition deteriorated since,Mumbai,2020
4561,please help doctor salary deducted central railway hospital supreme court order please raise issue,Mumbai,2020
4562,sir resident doctor working dr babsaheb ambedkar central railway hospital byculla mumbai salary cut testing time covid pandemic working putting life risk plz help sir,Mumbai,2020
4563,please help sir doctor salary deducted central railway hospital byculla mumbai,Mumbai,2020
4564,sir resident doctor working dr babsaheb ambedkar central railway hospital byculla mumbai salary cut testing time covid pandemic working putting life risk plz help sir,Mumbai,2020
4565,sir resident doctor working dr babsaheb ambedkar central railway hospital byculla mumbai salary cut testing time covid pandemic working putting life risk plz help sir,Mumbai,2020
4566,corona warrior danger data resident doctor sion hospital horrifying,Mumbai,2020
4567,father doctor clinic virar stay bhayandar tried traval train today allowed due rule say hospital doctor allowed yes agree take permission travel train,Mumbai,2020
4568,ceasered patient condition worst please help shifted better hospital need hygienic environment risk please help,Mumbai,2020
4569,apart bum doctor senior doctor also performing duty resulted fundamental role allow doctor treat patient keep hospital open treatment malegoan pattern open hospital,Mumbai,2020
4570,bhai please read current sop guideline bmc doctor prescription must test tell get prescription hospital husband treatment going private hospital arrange team,Mumbai,2020
4571,dear officer power exempt hospital doctor pc charge levied debit credit card public able use card freely without inconvenience payment,Mumbai,2020
4572,sir please help working please assist legit please help,Mumbai,2020
4573,hyundai dealership called sai auto near suswagat hotel dattpada road borivali east parked car road bcoz parking hospital cannot drive ambulance action needed,Mumbai,2020
4574,sir sent patient son amay poddar hospital check opd doctor let see get help,Mumbai,2020
4575,one patient fever highly diabetic blood pressure paralysis attack history highfever condition move hospital hospital need help home pls,Mumbai,2020
4577,must inspirational experience staff lnjpn hospital doctor administrator,Mumbai,2020
4578,yes great job covid ahead ambulance best first aid patient reach faster home hospital heaven,Mumbai,2020
4579,bmc doctor strt covid treatment training mohalla local area doctor give treatment patient home critical go hospital,Mumbai,2020
4581,live divya sarjan chs ltd charkop kandivali west hospital first floor single entry used apartment hospital doctor informed admitting patient since day,Mumbai,2020
4582,cn fake medical report found sushanths house people day busy crime support people even doctor help even govt hospital supporting people earn big amount money,Mumbai,2020
4586,episode extreme pain stomach doctor gauhati medical college hospital detected kidney stone measuring mm ultrasonography vuj position taking saline injection overcome pain take rest day assam minister himanta biswa sarma,Mumbai,2020
4587,joint team doctor health dept goi delhi health dept aiims municipal corporation delhi visit hospital delhi inspect health system preparedness fight disease prepare report union home minister amit shah,Mumbai,2020
4588,ventilator available kalyan dombivili municipal corporation limit hospital thane mumbai admitting kdmc patient condition getting worst,Mumbai,2020
4589,please see report many exam going resident doctor covid duty various hospital country positive number increasing day day situation prepare exam give exam,Mumbai,2020
4590,kindly misguide people pvt hospital charging like crazzy mumbai govt hospital worst condition ready test patient,Mumbai,2020
4592,methemphetamine recd foll fake news today various grp fake news lockdown th june fake news letter doctor gangaram hospital delhi worst part people getting offended point reply forwarded received,Mumbai,2020
4593,ever visited bmc hospital treating corona patient go look miserable condition hospital patient also visit pvt hospital look doctor hospital looting patient without major corona treatment,Mumbai,2020
4594,private hospital like tarnished image medical profession else doctor always equivalent god looter,Mumbai,2020
4597,dear rajdeep please one pm news telecast ward boy nurse paid doctor working covid hospital whether got insurance,Mumbai,2020
4599,spoken doctor association opening hospital clinic assured take care case health issue,Mumbai,2020
4600,dear sir condition corona ward worst tv channel like aaj tak india tv shown request please issue order put tv side hospital cctv enable relative know condition ward,Mumbai,2020
4601,dear sudhir jee tv channel regularly highlighting worst condition corona ward tv channel shown video lnjp hospital delhi demand admin show condition ward outside hospital tv cctv,Mumbai,2020
4602,chamblies log mujhe hospital main dekna chahten hain isiliye aaj yeh announcement govt ke taraf se kerwaya bina doctor ke prisciption dawa medical store se le nahin sakte let become doctor first give advice govt duplicate shd stop,Mumbai,2020
4603,hospital mentioned covid death paper pls check reason,Mumbai,2020
4604,wonderful natural tip glowing skin doctor ayurveda hospital,Mumbai,2020
4606,lnjp hospital ac working doctor work patient go indiatv showed clip lnjp tell truth,Mumbai,2020
4609,death grandmom ward toilet concerned state govt state govts minister stay hospital matter come notice state govt take action time professional chor modi sponsored fake news channel,Mumbai,2020
4611,junior doctor association say continue strike hyderabad gandhi hospital started alleged attack doctor relative patient,Mumbai,2020
4612,ramu died thjune district hospital negligence giving treatment till last breath suffering short breath emo given treatment lost life hr dmnd,Mumbai,2020
4614,yr old lady died hospital toilet last day missing hospital health dept clear negligence authority ministry treat common people thy need pl ask resign,Mumbai,2020
4618,need detail bro take action taken meeting doctor association assured hospital remain open personally checked atleast closed main doctor plus suspectable,Mumbai,2020
4628,aa gaye kaha quarantine mein try lnjp also sir jab aap log nahi rah sakte public ko kyo buejte hai hand hospital pvt manager group doctor manage govt cannot know bhagwan bharose nation,Mumbai,2020
4629,produce doctor reduce medical fee brilliant student cannot become doctor due high fee make new hospital breaking bank fixed deposit bmc,Mumbai,2020
4630,got capf road pvt doctor hospital state administration initially late nethng lockdown cause people cme street revolt,Mumbai,2020
4631,constable died yesterday aiims new third death due bsf deployed law order duty admitted hospital th june complaint weakness cough border security force bsf,Mumbai,2020
4632,requesting see worst system patient suffer doctor barc sending patient outside hospital lack administration management need urgent attention well helpline scientist barc,Mumbai,2020
4633,superb story vinay doctor like ravindra mhaske real hero salute gr soul shame pvt hospital,Mumbai,2020
4634,first death yearold man west tripura district dy hospital agartala official,Mumbai,2020
4635,know one person suffering fever past day sudden death heard wud go hospital get saline injected daily doctor declared death heart attack hospital trying hide covid pt death protect imagine,Mumbai,2020
4636,grateful supporting fight covid supported donating ppe kit aurangabad municipality hospital thank valuable contribution protect life doctor frontline health worker,Mumbai,2020
4637,thanks lot sir timely support gift ppe kit aurangabad municipality hospital boost morale doctor frontline health worker make feel appreciated cared,Mumbai,2020
4638,good see thread remember aiims emergency blood spattered later mh next room smiling afghan offr hit rpg long state outsourced healthcare private hospital fauji doctor angel,Mumbai,2020
4639,plz initiate act mumbai malad doctor dy covid hospital refuse admission source midday via dailyhunt download,Mumbai,2020
4645,administion done day making temporary hospital without doctor etc wastage time money etc showbazi,Mumbai,2020
4647,amitabh bachchan message seven hill hospital mumbai doctor nurse,Mumbai,2020
4648,today one doctor cousin taken hospital covid positive first one entered area,Mumbai,2020
4650,wish hospital bed doctor nurse equipment available nationwide lockdown eased build hospital statue mandirs please extremely cautious,Mumbai,2020
4651,dr muffazal lakdawala dr neeta warty doctor private hospital good practise private sector still working social working last three month field hospital worli dome nsci salute,Mumbai,2020
4652,dear mumbai resident heed advice got inner self doctor mumbai fall sick go hospital unless critical hope stay well,Mumbai,2020
4653,kejriwal great politician case rising day day health infrastructure completely failed bed hospital condition deplorable hence want divert attn public bed meant delhiaites politics,Mumbai,2020
4654,kejriwal great politician case rising day day health infrastructure completely failed bed hospital condition deplorable hence want divert attn public bed meant delhiaites politics,Mumbai,2020
4658,kejriwal great politician case rising day day health infrastructure completely failed bed hospital condition deplorable hence want divert attn public bed meant delhiaites politics,Mumbai,2020
4659,really sorry hear loss must really fight bring change attitude private doctor hospital law give absolute freedom please,Mumbai,2020
4660,medical association strongly condemns way delhi cm warning doctor threatening hospital patient admission test fir sir ganga ram hospital highly condemnable demoralizing whole medical fraternity delhi medical association,Mumbai,2020
4661,painful corona patient forced move one hospital process become critical finally loose life ambulance hour getting admitted hospital admin resolve,Mumbai,2020
4662,modi collected several lac crore rupee name corona infected person anything expect hospital doctor learn fraudulent dealing universal fraud modi,Mumbai,2020
4664,hospital doctor learning evil fraud fake pm modi modi collected amassed several crore rupee name corona infected person nobody know happened money pm country amassing wealth name corona,Mumbai,2020
4666,maulana akbar mehdi sahab kept begging doctor save wife life plea fell deaf ear wife died outside kalsekar hospital absence medical attention,Mumbai,2020
4667,constable tested positive death safdarjung hospital june medical leave since november last year,Mumbai,2020
4670,sharing detail hospital doctor dm,Mumbai,2020
4671,fantastic work frankly speaking govts hv come gone one concentrated improve deteriorating health infrastructure past decade bmc run hospital shamble see condition bmc neglected completely improve,Mumbai,2020
4672,video shocking death social activist cud avoided unlocking lockdown still hospital aware grs guideline pls help may suffer,Mumbai,2020
4673,condition drs nurse working round clock hospital beyond one imagination proper facility shown tv drs falling sick sr citizen fall sick beware govt bmc take care condition deteriorating day day bed hosp,Mumbai,2020
4675,sad truth pandemic people know die enough hospital doctor nurse attend could reduced healthcare facility stop sad truth senior comorbidities risk,Mumbai,2020
4676,need hospital nurse doctor medical staff build hospital struggle get trained doctor nurse suggest build covid centre preposterous need still enough,Mumbai,2020
4677,appalled even today politician question building hospital preparing peak yes enough nurse doctor get doctor nurse need healthcare facility,Mumbai,2020
4679,result bmc say bed hospital knw whts goin wrong ambulance bed fight covid,Mumbai,2020
4681,crisis ambulance bmc bed many complaining bed hospital system slow,Mumbai,2020
4682,dy patil meri good doctor available one doctor attends mom refers yeh vet done old closed come monday seems nobody care suffering stomach pain leaving hospital pain,Mumbai,2020
4683,plz look matter kem hospital mumbai patient ward managed resident doctor without staff nurse ward boy,Mumbai,2020
4684,state govt wl rise occasion take strict action doctor hospital der sud strict price capping treat corona patient,Mumbai,2020
4689,reason increased day day people geating proper treatment shortage oxigen ventilator bed medical staff govt hospital govt capable proper medical arrangement covid case maharashtra also increased death rate,Mumbai,2020
4695,medical terrorism mumbai covid treatment private hospital charging around lakh lakh upto lakh patient real brutality atrocity doctor,Mumbai,2020
4696,succumbing month icu bow grim reality far headline battle hospital may era wake call hard work go silently,Mumbai,2020
4697,govts making false promise ample hospital arrangement need money open economy justify decision hiding real situation evident sheer number people reporting death due bed,Mumbai,2020
4698,red fm coronavirus doctor mgm hospital kamothe secretly tell frontline worker badly treated management,Mumbai,2020
4699,someone need see doctor go hospital due covid symptom best way proceed avoid running one hospital another,Mumbai,2020
4700,red fm coronavirus doctor mgm hospital kamothe secretly tell frontline worker badly treated management management college treat doctor staff,Mumbai,2020
4701,spit doctor nurse urinate corridor hospital abuse throw stone covid warrior speak many medical staff infected covid apologized reason security family,Mumbai,2020
4707,trust cm given true information covid positive case treatment availability bed ambulance oxigen bed ventilator bed available govt hospital private hospital open every thing shared public people trust cm,Mumbai,2020
4708,use building additional bed hospital kerala doctor barely anyone look existing casualities,Mumbai,2020
4709,control covid accept handling covid reply proper arrangement covid positive case hospital bed ambulance accept try best totaly failed mva govt control covid accept thing,Mumbai,2020
4712,positive report guarantee bed hospital limited bed capacity state govts municipality responsibility kick giving info real time availability bed elsewhere even healthcare worker including doctor died due waiting bed,Mumbai,2020
4716,little known factmohfw issued guideline doctor way back early april hcq key drug administered hospital across country treatment covid patient protect frontline medic month continues demonstrate alarming callousness,Mumbai,2020
4718,hw come bed available whn medium hd declared bed arrangment exhibition center fr hour patient mkg round ambulance point twrds tumhe sagle kete efficient aahat become mast fr hospitalhotels mast package deal,Mumbai,2020
4720,please control price private ambulance patient ambulance charging move patient hospital within mumbai middle lower class people cannot afford,Mumbai,2020
4723,video hospital ward punctuated beep heart rate monitor one doctor seen singlehandedly looking patient another record video,Mumbai,2020
4725,prabhu amaro vote mahayuti ne hato waste thai gayo kai madat karo bapa thaki gaya aavdat vagarna manaso thi doctor think ridiculous better suicide inspite going bmc run hospital,Mumbai,2020
4726,need bed icu ventilator cousin father mumbai urgently critical condition currently admitted raheja hospital lead help greatly appreciated,Mumbai,2020
4727,balasaheb thackeray alive would proud chief minister converted shiv sena shakas makeshift clinic doctor corona time hospital loaded jai,Mumbai,2020
4729,jj hospital submitted report health condition accused poet activist rao court rao interim bail plea filed ground pandemic ailment adjourned friday,Mumbai,2020
4734,dinanath hospital doctor letter stating vahini medical condition soft copy letter,Mumbai,2020
4735,travel tomorrow mumbai pune without epa vahini sister law admitted dinanath hospital pune icu serious condition want go day,Mumbai,2020
4736,hon sir dr vishal rakh president mabrd maharashtra association bonded resident bonded resident doctor behalf would like request plz look matter hike working bmc run hospital covid warrior,Mumbai,2020
4737,mithila region darbhanga famous doctor doctor cannot come together formed huge township hospital work together,Mumbai,2020
4740,doctor working kem hospital currently travelling car kem kalyan since unavailability public transport seat offered,Mumbai,2020
4741,bed available hospital ambulance sir please help go,Mumbai,2020
4742,dear sir require emergencyband immediate help please granny suspected covi unable breath without oxygen took ambulance went nair jj hospital copper hospital one taking admision,Mumbai,2020
4743,reqst disciplinary hospital ayush resham diagnostic centre kindly check credibility money looting centre take cognizance ongoing corrupt practice,Mumbai,2020
4746,one ppe hospital shift nurse moushis doctor ppe medicine bed charge consumables doctor visit math sting,Mumbai,2020
4747,esic hospital sufficient facility doctor nurse request check andheri well kalyan esic hospital please surprise check come know reality,Mumbai,2020
4748,message doctor nurse staff asia largest hospital seven hill,Mumbai,2020
4750,special ig prison deepak pandey ip interacts inmate arthur road jail mumbai th may along team doctor sir hospital mumbai officer,Mumbai,2020
4751,one cancer patient looking fit travel certificate hospital air travel specify get touch treating doctor responding call message get number hospital pro,Mumbai,2020
4752,medical system throughout world disturbed terribly situation could never anticipated still believe many private hospital doctor take undue advantage charge patient unreasonably,Mumbai,2020
4755,sir condition maharashtra critical state machinery failed people died patient getting bed hospital getting time please take cognizance take appropriate step imposing president rule,Mumbai,2020
4756,way manage get admitted hospital real hero people mumbai police doctor fireman etc get basic treatment die special deserve preferential treatment hospital,Mumbai,2020
4758,rakesh chaudhary patient civil hospital chalisgaon jalgaon suffering headache doctor ready touch patient state patient progressive state like maharashtra let compare,Mumbai,2020
4759,one month old baby win salute staff sion hospital,Mumbai,2020
4763,day ago mom serious ill went four hospital admitted called sir arrange ambulance hospital mom fine covid report negative thanku much sir sir saved mom life,Mumbai,2020
4765,dear critical condition area kamla raman nagar bainganwadi dumping road govandi opp bhadra hospital mum belongs kindly take action remove debris clean public passage area,Mumbai,2020
4766,scary image kem hospital worst condition covid case massively increasing pray mumbai god save mumbai,Mumbai,2020
4767,throat nose swab testing taken stick hospital suspected patient day retest done pvt lab swab doctor give justification okd use,Mumbai,2020
4772,sadly anothr dr died chembur wife struggle hr find hospital bed ambulance read unavailability bed bt experience understand real wife,Mumbai,2020
4773,hi requested red flag emergency get bed spoke doctor reminded pls proceed sion hospital kem stabilise patient bed arranged,Mumbai,2020
4776,period also private hospital doctor looting patient making money,Mumbai,2020
4780,sir citizen need clarity availability medical facility lot news people losing life due refusal hospital lack information take patient issue ambulance request address earliest,Mumbai,2020
4781,sabhi corona warrior doctor nurse police bmc ngo hospital medical service politician actor family friend sab ko eid mubarak jai hind jai maharashtra,Mumbai,2020
4782,please see needful many resident doctor maharashtra hospital turning covid positive please establish separate health care centre,Mumbai,2020
4783,madam plz help please show gujy high court tell worst condition civil hospital ahmedabad,Mumbai,2020
4784,representative dr akshay yadav speaking resident doctor condition sion hospital mumbai,Mumbai,2020
4787,get ambulance liquor home delivery shiv sena bmc year made new hospital mumbai many year bmc police sleeping illegal slum floor judicial inquiry,Mumbai,2020
4788,get ambulance liquor home delivery shiv sena bmc year made new hospital mumbai many year bmc sleeping illegal slum floor bmc common mumbaikar suffering hang corrupt bmc officer,Mumbai,2020
4790,sir stay panorama building santacruz west building two person found covid positive one admitted hospital home advice doctor per new rule bmc seal floor building bt done whole building pls advis,Mumbai,2020
4796,many one hospital conversation doctor say daily body one delhi hospital many hospt say phone figure hidden virus public spread asked doctor report,Mumbai,2020
4797,state affair one absolutely one know process protocol situation like first step anyone would need ambulance take hospital ambiguous sad,Mumbai,2020
4798,great capturing telling real hero story doctor hospital staff work doctor nurse cannot measure salute heart best wish,Mumbai,2020
4799,unbelivable jump case mumbai hearing widely friend family sir crore fd bmc people dying ambulance hospital full month prepare still,Mumbai,2020
4800,condition also sister tested negative told nd test free cost tested positive still wl problem kept isolation wid new born baby swab collected frm hospital report show collected frm home,Mumbai,2020
4801,really tuff job doctor hospital went inside sion hospital ground report see report,Mumbai,2020
4803,congress sonia rahul priyanka vadera mess migrant state subject maha migrant forced leave corona control exploding virus hospital ambulance mumbai people suffer treatment,Mumbai,2020
4804,horrific video circulating patient mumbai dying want hospital bed ambulance post video hope people power maharashtra feel shame reduced city,Mumbai,2020
4805,resident doctor sion hospital showing gratitude tata group providing free meal box corona warrior day,Mumbai,2020
4807,daughter whose doctor studying final year pg ophthalmology complete exam june also busy becoz hospital declared covid hospital doctor attending covid patient rotation turn may come st week june,Mumbai,2020
4808,wore ppe hr totally exhausted think doctor hr ppe treating peciants icu general ward maternity ward report frm inside sion hospital tonight pm,Mumbai,2020
4810,shall need strong implementayionnof order bmc take one private hospital every ward doctor sitting home face fir via,Mumbai,2020
4811,tell ambulance driver barielly waited hospital turn green zone lived ambulance since lockdown started tune positive news epi link,Mumbai,2020
4812,got ambulance chargeing taking patient hospital,Mumbai,2020
4816,since covid lockdown started ngo helping people maharashtra gov nothing patient poorer migrant labour doctor hospital covid warrior however central gov provided everything state gov including per family help,Mumbai,2020
4818,sion hospital story doctor saving life infant inspiration need dreadful time salute angle humanity lose,Mumbai,2020
4822,sir mumbai condition going critical hospital icu bed available goverment trying best sir today mumbai people need help,Mumbai,2020
4823,time political blame game political game time support doctor nurse build hospital help people get home help overburdened police healthcare system leader point,Mumbai,2020
4825,saluting time salute fighting also give second life system nothing service includes,Mumbai,2020
4826,happened kem sion hospital time way read doctor said black bag body sealed bag trouble anyone way went favs ncp fraudgress,Mumbai,2020
4828,civil surgeon also requested esi hospital management provide six doctor,Mumbai,2020
4829,majority doctor civil hospital working ward district administration appealed association physician provide two doctor daily treat noncovid patient hospital,Mumbai,2020
4830,hope pvt doctor hospital mumbai helping strictest action needed perform perish,Mumbai,2020
4831,number reported like one said thread one report case death far report major death spike crematorium number seem decent considering ground reality nd hospital bed capacity city,Mumbai,2020
4836,death yearold positive woman ashti taluka district civil hospital beed district registered first fatality due virus district health administration started contact tracing case detected sunday,Mumbai,2020
4839,per ambulance driver dropped hospital gate hospital record anyone name cop must investigation,Mumbai,2020
4843,case closed alhumdulillah father got hospital oxygen doctor helpful taken care grateful shahbazs friend relative well wishers came forward prayer source,Mumbai,2020
4849,medical update maulana sayyed hasnain kararvi another encouraging piece news coming jaslok hospital doctor making first attempt tomorrow putting maulana hasnain ventilator lung improving hence move try mak,Mumbai,2020
4852,trip hospital shall boost confidence doctor para medical staff hospital visit highly appreciable one,Mumbai,2020
4853,hospital isolation facility bed total bed oxygen support aslam shaikh visited doctor staff,Mumbai,2020
4854,agree absolutely ayush mantralaya advice excellent daughter doctor got cured one dose arsenic alb college worked next infected admitted hospital member family,Mumbai,2020
